attendance_id,lesson_id,student_id,attendance_status,remark
ATT0006074,L002505,STU0049,出席,
ATT0006075,L002505,STU0086,出席,
ATT0006076,L002505,STU0036,出席,
ATT0006077,L002505,STU0103,出席,
ATT0006078,L002506,STU0096,出席,
ATT0006079,L002506,STU0007,出席,
ATT0006080,L002506,STU0049,请假,临时请假
ATT0006081,L002506,STU0086,出席,
ATT0006082,L002506,STU0036,出席,
ATT0006083,L002506,STU0103,出席,
ATT0006084,L002507,STU0096,其他,
ATT0006085,L002507,STU0007,出席,
ATT0006086,L002507,STU0049,出席,
ATT0006087,L002507,STU0086,请假,临时请假
ATT0006088,L002507,STU0036,出席,
ATT0006089,L002507,STU0103,出席,
ATT0006090,L002508,STU0096,出席,
ATT0006091,L002508,STU0007,出席,
ATT0006092,L002508,STU0049,请假,
ATT0006093,L002508,STU0086,出席,
ATT0006094,L002508,STU0036,出席,
ATT0006095,L002508,STU0103,出席,
ATT0006096,L002509,STU0096,出席,
ATT0006097,L002509,STU0007,出席,
ATT0006098,L002509,STU0049,出席,
ATT0006099,L002509,STU0086,出席,
ATT0006100,L002509,STU0036,出席,
ATT0006101,L002509,STU0103,出席,
ATT0006102,L002510,STU0096,出席,
ATT0006103,L002510,STU0007,出席,
ATT0006104,L002510,STU0049,出席,
ATT0006105,L002510,STU0086,出席,
ATT0006106,L002510,STU0036,出席,
ATT0006107,L002510,STU0103,缺席,
ATT0006108,L002511,STU0096,出席,
ATT0006109,L002511,STU0007,出席,
ATT0006110,L002511,STU0049,出席,
ATT0006111,L002511,STU0086,出席,
ATT0006112,L002511,STU0036,出席,
ATT0006113,L002511,STU0103,出席,
ATT0006114,L002512,STU0096,出席,
ATT0006115,L002512,STU0007,出席,
ATT0006116,L002512,STU0049,出席,
ATT0006117,L002512,STU0086,请假,
ATT0006118,L002512,STU0036,出席,
ATT0006119,L002512,STU0103,出席,
ATT0006120,L002513,STU0096,出席,
ATT0006121,L002513,STU0007,出席,
ATT0006122,L002513,STU0049,出席,
ATT0006123,L002513,STU0086,出席,
ATT0006124,L002513,STU0036,请假,
ATT0006125,L002513,STU0103,出席,
ATT0006126,L002514,STU0096,出席,
ATT0006127,L002514,STU0007,出席,
ATT0006128,L002514,STU0049,出席,
ATT0006129,L002514,STU0086,出席,
ATT0006130,L002514,STU0036,出席,
ATT0006131,L002514,STU0103,请假,临时请假
ATT0006132,L002515,STU0096,出席,
ATT0006133,L002515,STU0007,出席,
ATT0006134,L002515,STU0049,出席,
ATT0006135,L002515,STU0086,请假,
ATT0006136,L002515,STU0036,出席,
ATT0006137,L002515,STU0103,出席,
ATT0006138,L002516,STU0096,出席,
ATT0006139,L002516,STU0007,出席,
ATT0006140,L002516,STU0049,出席,
ATT0006141,L002516,STU0086,出席,
ATT0006142,L002516,STU0036,出席,
ATT0006143,L002516,STU0103,出席,
ATT0006144,L002517,STU0096,出席,
ATT0006145,L002517,STU0007,出席,
ATT0006146,L002517,STU0049,出席,
ATT0006147,L002517,STU0086,出席,
ATT0006148,L002517,STU0036,出席,
ATT0006149,L002517,STU0103,缺席,
ATT0006150,L002518,STU0096,请假,
ATT0006151,L002518,STU0007,出席,
ATT0006152,L002518,STU0049,出席,
ATT0006153,L002518,STU0086,出席,
ATT0006154,L002518,STU0036,出席,
ATT0006155,L002518,STU0103,出席,
ATT0006156,L002519,STU0096,出席,
ATT0006157,L002519,STU0007,出席,
ATT0006158,L002519,STU0049,出席,
ATT0006159,L002519,STU0086,出席,
ATT0006160,L002519,STU0036,请假,
ATT0006161,L002519,STU0103,出席,
ATT0006162,L002520,STU0096,出席,
ATT0006163,L002520,STU0007,出席,
ATT0006164,L002520,STU0049,出席,
ATT0006165,L002520,STU0086,出席,
ATT0006166,L002520,STU0036,出席,
ATT0006167,L002520,STU0103,出席,
ATT0006168,L002521,STU0137,缺席,
ATT0006169,L002521,STU0081,出席,
ATT0006170,L002522,STU0137,出席,
ATT0006171,L002522,STU0081,出席,
ATT0006172,L002523,STU0137,缺席,
ATT0006173,L002523,STU0081,缺席,
ATT0006174,L002524,STU0137,出席,
ATT0006175,L002524,STU0081,出席,
ATT0006176,L002525,STU0137,出席,
ATT0006177,L002525,STU0081,出席,
ATT0006178,L002526,STU0137,出席,
ATT0006179,L002526,STU0081,出席,
ATT0006180,L002527,STU0137,出席,
ATT0006181,L002527,STU0081,出席,
ATT0006182,L002528,STU0137,出席,
ATT0006183,L002528,STU0081,出席,
ATT0006184,L002529,STU0137,出席,
ATT0006185,L002529,STU0081,出席,
ATT0006186,L002530,STU0137,出席,
ATT0006187,L002530,STU0081,出席,
ATT0006188,L002531,STU0137,出席,
ATT0006189,L002531,STU0081,出席,
ATT0006190,L002532,STU0137,出席,
ATT0006191,L002532,STU0081,出席,
ATT0006192,L002533,STU0137,出席,
ATT0006193,L002533,STU0081,出席,
ATT0006194,L002534,STU0137,出席,
ATT0006195,L002534,STU0081,出席,
ATT0006196,L002535,STU0137,请假,临时请假
ATT0006197,L002535,STU0081,出席,
ATT0006198,L002536,STU0137,出席,
ATT0006199,L002536,STU0081,出席,
ATT0006200,L002537,STU0137,其他,
ATT0006201,L002537,STU0081,出席,
ATT0006202,L002538,STU0137,出席,
ATT0006203,L002538,STU0081,出席,
ATT0006204,L002539,STU0137,请假,临时请假
ATT0006205,L002539,STU0081,出席,
ATT0006206,L002540,STU0137,出席,
ATT0006207,L002540,STU0081,请假,
ATT0006208,L002541,STU0137,出席,
ATT0006209,L002541,STU0081,出席,
ATT0006210,L002542,STU0137,出席,
ATT0006211,L002542,STU0081,出席,
ATT0006212,L002543,STU0137,出席,
ATT0006213,L002543,STU0081,出席,
ATT0006214,L002544,STU0137,缺席,
ATT0006215,L002544,STU0081,出席,
ATT0006216,L002545,STU0137,出席,
ATT0006217,L002545,STU0081,缺席,
ATT0006218,L002546,STU0137,出席,
ATT0006219,L002546,STU0081,出席,
ATT0006220,L002547,STU0137,出席,
ATT0006221,L002547,STU0081,出席,
ATT0006222,L002548,STU0137,缺席,
ATT0006223,L002548,STU0081,出席,
ATT0006224,L002549,STU0137,出席,
ATT0006225,L002549,STU0081,出席,
ATT0006226,L002550,STU0137,出席,
ATT0006227,L002550,STU0081,出席,
ATT0006228,L002551,STU0137,出席,
ATT0006229,L002551,STU0081,出席,
ATT0006230,L002552,STU0137,请假,
ATT0006231,L002552,STU0081,出席,
ATT0006232,L002553,STU0137,出席,
ATT0006233,L002553,STU0081,出席,
ATT0006234,L002554,STU0137,请假,
ATT0006235,L002554,STU0081,请假,临时请假
ATT0006236,L002555,STU0137,出席,
ATT0006237,L002555,STU0081,出席,
ATT0006238,L002556,STU0137,出席,
ATT0006239,L002556,STU0081,出席,
ATT0006240,L002557,STU0137,出席,
ATT0006241,L002557,STU0081,出席,
ATT0006242,L002558,STU0137,出席,
ATT0006243,L002558,STU0081,出席,
ATT0006244,L002559,STU0137,出席,
ATT0006245,L002559,STU0081,出席,
ATT0006246,L002560,STU0137,出席,
ATT0006247,L002560,STU0081,出席,
ATT0006248,L002561,STU0137,出席,
ATT0006249,L002561,STU0081,出席,
ATT0006250,L002562,STU0137,出席,
ATT0006251,L002562,STU0081,请假,
ATT0006252,L002563,STU0137,出席,
ATT0006253,L002563,STU0081,出席,
ATT0006254,L002564,STU0137,出席,
ATT0006255,L002564,STU0081,出席,
ATT0006256,L002565,STU0137,出席,
ATT0006257,L002565,STU0081,出席,
ATT0006258,L002566,STU0137,出席,
ATT0006259,L002566,STU0081,出席,
ATT0006260,L002567,STU0137,出席,
ATT0006261,L002567,STU0081,出席,
ATT0006262,L002568,STU0137,出席,
ATT0006263,L002568,STU0081,缺席,
ATT0006264,L002569,STU0137,出席,
ATT0006265,L002569,STU0081,出席,
ATT0006266,L002570,STU0137,出席,
ATT0006267,L002570,STU0081,缺席,
ATT0006268,L002571,STU0137,出席,
ATT0006269,L002571,STU0081,出席,
ATT0006270,L002572,STU0137,出席,
ATT0006271,L002572,STU0081,出席,
ATT0006272,L002573,STU0137,出席,
ATT0006273,L002573,STU0081,出席,
ATT0006274,L002574,STU0137,出席,
ATT0006275,L002574,STU0081,出席,
ATT0006276,L002575,STU0137,出席,
ATT0006277,L002575,STU0081,请假,临时请假
ATT0006278,L002576,STU0137,出席,
ATT0006279,L002576,STU0081,请假,
ATT0006280,L002577,STU0137,出席,
ATT0006281,L002577,STU0081,出席,
ATT0006282,L002578,STU0133,缺席,
ATT0006283,L002578,STU0059,出席,
ATT0006284,L002578,STU0127,出席,
ATT0006285,L002579,STU0133,出席,
ATT0006286,L002579,STU0059,出席,
ATT0006287,L002579,STU0127,出席,
ATT0006288,L002580,STU0133,出席,
ATT0006289,L002580,STU0059,出席,
ATT0006290,L002580,STU0127,出席,
ATT0006291,L002581,STU0133,出席,
ATT0006292,L002581,STU0059,出席,
ATT0006293,L002581,STU0127,缺席,
ATT0006294,L002582,STU0133,出席,
ATT0006295,L002582,STU0059,出席,
ATT0006296,L002582,STU0127,出席,
ATT0006297,L002583,STU0133,请假,临时请假
ATT0006298,L002583,STU0059,出席,
ATT0006299,L002583,STU0127,请假,临时请假
ATT0006300,L002584,STU0133,请假,
ATT0006301,L002584,STU0059,出席,
ATT0006302,L002584,STU0127,出席,
ATT0006303,L002585,STU0133,出席,
ATT0006304,L002585,STU0059,出席,
ATT0006305,L002585,STU0127,出席,
ATT0006306,L002586,STU0133,出席,
ATT0006307,L002586,STU0059,出席,
ATT0006308,L002586,STU0127,缺席,
ATT0006309,L002587,STU0133,请假,临时请假
ATT0006310,L002587,STU0059,出席,
ATT0006311,L002587,STU0127,出席,
ATT0006312,L002588,STU0133,出席,
ATT0006313,L002588,STU0059,出席,
ATT0006314,L002588,STU0127,请假,临时请假
ATT0006315,L002589,STU0133,出席,
ATT0006316,L002589,STU0059,出席,
ATT0006317,L002589,STU0127,出席,
ATT0006318,L002590,STU0133,出席,
ATT0006319,L002590,STU0059,出席,
ATT0006320,L002590,STU0127,出席,
ATT0006321,L002591,STU0133,出席,
ATT0006322,L002591,STU0059,出席,
ATT0006323,L002591,STU0127,缺席,
ATT0006324,L002592,STU0133,出席,
ATT0006325,L002592,STU0059,缺席,
ATT0006326,L002592,STU0127,出席,
ATT0006327,L002593,STU0133,出席,
ATT0006328,L002593,STU0059,出席,
ATT0006329,L002593,STU0127,出席,
ATT0006330,L002594,STU0133,出席,
ATT0006331,L002594,STU0059,缺席,
ATT0006332,L002594,STU0127,出席,
ATT0006333,L002595,STU0133,出席,
ATT0006334,L002595,STU0059,出席,
ATT0006335,L002595,STU0127,出席,
ATT0006336,L002596,STU0133,出席,
ATT0006337,L002596,STU0059,出席,
ATT0006338,L002596,STU0127,出席,
ATT0006339,L002597,STU0133,请假,
ATT0006340,L002597,STU0059,出席,
ATT0006341,L002597,STU0127,出席,
ATT0006342,L002598,STU0133,出席,
ATT0006343,L002598,STU0059,出席,
ATT0006344,L002598,STU0127,出席,
ATT0006345,L002599,STU0133,出席,
ATT0006346,L002599,STU0059,缺席,
ATT0006347,L002599,STU0127,出席,
ATT0006348,L002600,STU0133,缺席,
ATT0006349,L002600,STU0059,出席,
ATT0006350,L002600,STU0127,出席,
ATT0006351,L002601,STU0133,出席,
ATT0006352,L002601,STU0059,出席,
ATT0006353,L002601,STU0127,缺席,
ATT0006354,L002602,STU0133,出席,
ATT0006355,L002602,STU0059,出席,
ATT0006356,L002602,STU0127,出席,
ATT0006357,L002603,STU0133,出席,
ATT0006358,L002603,STU0059,缺席,
ATT0006359,L002603,STU0127,出席,
ATT0006360,L002604,STU0133,出席,
ATT0006361,L002604,STU0059,出席,
ATT0006362,L002604,STU0127,出席,
ATT0006363,L002605,STU0133,出席,
ATT0006364,L002605,STU0059,出席,
ATT0006365,L002605,STU0127,出席,
ATT0006366,L002606,STU0133,出席,
ATT0006367,L002606,STU0059,请假,临时请假
ATT0006368,L002606,STU0127,出席,
ATT0006369,L002607,STU0133,出席,
ATT0006370,L002607,STU0059,出席,
ATT0006371,L002607,STU0127,出席,
ATT0006372,L002608,STU0133,出席,
ATT0006373,L002608,STU0059,出席,
ATT0006374,L002608,STU0127,出席,
ATT0006375,L002609,STU0133,请假,临时请假
ATT0006376,L002609,STU0059,出席,
ATT0006377,L002609,STU0127,出席,
ATT0006378,L002610,STU0133,出席,
ATT0006379,L002610,STU0059,出席,
ATT0006380,L002610,STU0127,出席,
ATT0006381,L002611,STU0133,请假,
ATT0006382,L002611,STU0059,出席,
ATT0006383,L002611,STU0127,出席,
ATT0006384,L002612,STU0133,出席,
ATT0006385,L002612,STU0059,出席,
ATT0006386,L002612,STU0127,出席,
ATT0006387,L002613,STU0133,缺席,
ATT0006388,L002613,STU0059,出席,
ATT0006389,L002613,STU0127,请假,临时请假
ATT0006390,L002614,STU0133,请假,
ATT0006391,L002614,STU0059,出席,
ATT0006392,L002614,STU0127,出席,
ATT0006393,L002615,STU0133,出席,
ATT0006394,L002615,STU0059,缺席,
ATT0006395,L002615,STU0127,出席,
ATT0006396,L002616,STU0133,出席,
ATT0006397,L002616,STU0059,出席,
ATT0006398,L002616,STU0127,出席,
ATT0006399,L002617,STU0133,出席,
ATT0006400,L002617,STU0059,出席,
ATT0006401,L002617,STU0127,出席,
ATT0006402,L002618,STU0133,出席,
ATT0006403,L002618,STU0059,出席,
ATT0006404,L002618,STU0127,出席,
ATT0006405,L002619,STU0133,出席,
ATT0006406,L002619,STU0059,出席,
ATT0006407,L002619,STU0127,出席,
ATT0006408,L002620,STU0133,出席,
ATT0006409,L002620,STU0059,出席,
ATT0006410,L002620,STU0127,出席,
ATT0006411,L002621,STU0133,出席,
ATT0006412,L002621,STU0059,出席,
ATT0006413,L002621,STU0127,出席,
ATT0006414,L002622,STU0133,出席,
ATT0006415,L002622,STU0059,出席,
ATT0006416,L002622,STU0127,出席,
ATT0006417,L002623,STU0133,出席,
ATT0006418,L002623,STU0059,出席,
ATT0006419,L002623,STU0127,出席,
ATT0006420,L002624,STU0133,出席,
ATT0006421,L002624,STU0059,出席,
ATT0006422,L002624,STU0127,出席,
ATT0006423,L002625,STU0133,出席,
ATT0006424,L002625,STU0059,出席,
ATT0006425,L002625,STU0127,出席,
ATT0006426,L002626,STU0133,出席,
ATT0006427,L002626,STU0059,出席,
ATT0006428,L002626,STU0127,出席,
ATT0006429,L002627,STU0133,出席,
ATT0006430,L002627,STU0059,出席,
ATT0006431,L002627,STU0127,出席,
ATT0006432,L002628,STU0133,出席,
ATT0006433,L002628,STU0059,请假,
ATT0006434,L002628,STU0127,请假,
ATT0006435,L002629,STU0133,出席,
ATT0006436,L002629,STU0059,出席,
ATT0006437,L002629,STU0127,出席,
ATT0006438,L002630,STU0133,出席,
ATT0006439,L002630,STU0059,出席,
ATT0006440,L002630,STU0127,出席,
ATT0006441,L002631,STU0133,请假,
ATT0006442,L002631,STU0059,出席,
ATT0006443,L002631,STU0127,出席,
ATT0006444,L002632,STU0133,请假,临时请假
ATT0006445,L002632,STU0059,出席,
ATT0006446,L002632,STU0127,出席,
ATT0006447,L002633,STU0133,缺席,
ATT0006448,L002633,STU0059,出席,
ATT0006449,L002633,STU0127,出席,
ATT0006450,L002634,STU0133,出席,
ATT0006451,L002634,STU0059,出席,
ATT0006452,L002634,STU0127,出席,
ATT0006453,L002635,STU0133,出席,
ATT0006454,L002635,STU0059,出席,
ATT0006455,L002635,STU0127,缺席,
ATT0006456,L002636,STU0133,出席,
ATT0006457,L002636,STU0059,出席,
ATT0006458,L002636,STU0127,其他,
ATT0006459,L002637,STU0133,出席,
ATT0006460,L002637,STU0059,出席,
ATT0006461,L002637,STU0127,出席,
ATT0006462,L002638,STU0133,请假,临时请假
ATT0006463,L002638,STU0059,出席,
ATT0006464,L002638,STU0127,出席,
ATT0006465,L002639,STU0133,出席,
ATT0006466,L002639,STU0059,出席,
ATT0006467,L002639,STU0127,出席,
ATT0006468,L002640,STU0093,出席,
ATT0006469,L002640,STU0008,出席,
ATT0006470,L002640,STU0089,出席,
ATT0006471,L002640,STU0037,出席,
ATT0006472,L002641,STU0093,出席,
ATT0006473,L002641,STU0008,出席,
ATT0006474,L002641,STU0089,出席,
ATT0006475,L002641,STU0037,请假,临时请假
ATT0006476,L002642,STU0093,其他,
ATT0006477,L002642,STU0008,缺席,
ATT0006478,L002642,STU0089,出席,
ATT0006479,L002642,STU0037,请假,临时请假
ATT0006480,L002643,STU0093,出席,
ATT0006481,L002643,STU0008,出席,
ATT0006482,L002643,STU0089,出席,
ATT0006483,L002643,STU0037,出席,
ATT0006484,L002644,STU0093,出席,
ATT0006485,L002644,STU0008,出席,
ATT0006486,L002644,STU0089,出席,
ATT0006487,L002644,STU0037,缺席,
ATT0006488,L002645,STU0093,出席,
ATT0006489,L002645,STU0008,出席,
ATT0006490,L002645,STU0089,出席,
ATT0006491,L002645,STU0037,出席,
ATT0006492,L002646,STU0093,出席,
ATT0006493,L002646,STU0008,出席,
ATT0006494,L002646,STU0089,出席,
ATT0006495,L002646,STU0037,出席,
ATT0006496,L002647,STU0093,出席,
ATT0006497,L002647,STU0008,出席,
ATT0006498,L002647,STU0089,出席,
ATT0006499,L002647,STU0037,请假,
ATT0006500,L002648,STU0093,出席,
ATT0006501,L002648,STU0008,出席,
ATT0006502,L002648,STU0089,出席,
ATT0006503,L002648,STU0037,出席,
ATT0006504,L002649,STU0093,出席,
ATT0006505,L002649,STU0008,出席,
ATT0006506,L002649,STU0089,请假,
ATT0006507,L002649,STU0037,出席,
ATT0006508,L002650,STU0093,出席,
ATT0006509,L002650,STU0008,出席,
ATT0006510,L002650,STU0089,出席,
ATT0006511,L002650,STU0037,出席,
ATT0006512,L002651,STU0093,出席,
ATT0006513,L002651,STU0008,出席,
ATT0006514,L002651,STU0089,出席,
ATT0006515,L002651,STU0037,出席,
ATT0006516,L002652,STU0093,出席,
ATT0006517,L002652,STU0008,出席,
ATT0006518,L002652,STU0089,出席,
ATT0006519,L002652,STU0037,出席,
ATT0006520,L002653,STU0093,出席,
ATT0006521,L002653,STU0008,出席,
ATT0006522,L002653,STU0089,出席,
ATT0006523,L002653,STU0037,出席,
ATT0006524,L002654,STU0093,出席,
ATT0006525,L002654,STU0008,出席,
ATT0006526,L002654,STU0089,出席,
ATT0006527,L002654,STU0037,缺席,
ATT0006528,L002655,STU0093,出席,
ATT0006529,L002655,STU0008,出席,
ATT0006530,L002655,STU0089,出席,
ATT0006531,L002655,STU0037,请假,临时请假
ATT0006532,L002656,STU0093,出席,
ATT0006533,L002656,STU0008,出席,
ATT0006534,L002656,STU0089,出席,
ATT0006535,L002656,STU0037,出席,
ATT0006536,L002657,STU0093,出席,
ATT0006537,L002657,STU0008,出席,
ATT0006538,L002657,STU0089,出席,
ATT0006539,L002657,STU0037,出席,
ATT0006540,L002658,STU0093,请假,临时请假
ATT0006541,L002658,STU0008,出席,
ATT0006542,L002658,STU0089,出席,
ATT0006543,L002658,STU0037,出席,
ATT0006544,L002659,STU0093,请假,临时请假
ATT0006545,L002659,STU0008,出席,
ATT0006546,L002659,STU0089,请假,临时请假
ATT0006547,L002659,STU0037,出席,
ATT0006548,L002660,STU0093,出席,
ATT0006549,L002660,STU0008,出席,
ATT0006550,L002660,STU0089,出席,
ATT0006551,L002660,STU0037,出席,
ATT0006552,L002661,STU0093,出席,
ATT0006553,L002661,STU0008,出席,
ATT0006554,L002661,STU0089,出席,
ATT0006555,L002661,STU0037,出席,
ATT0006556,L002662,STU0093,出席,
ATT0006557,L002662,STU0008,出席,
ATT0006558,L002662,STU0089,出席,
ATT0006559,L002662,STU0037,出席,
ATT0006560,L002663,STU0093,出席,
ATT0006561,L002663,STU0008,出席,
ATT0006562,L002663,STU0089,请假,
ATT0006563,L002663,STU0037,出席,
ATT0006564,L002664,STU0093,出席,
ATT0006565,L002664,STU0008,缺席,
ATT0006566,L002664,STU0089,出席,
ATT0006567,L002664,STU0037,请假,临时请假
ATT0006568,L002665,STU0093,出席,
ATT0006569,L002665,STU0008,出席,
ATT0006570,L002665,STU0089,出席,
ATT0006571,L002665,STU0037,请假,
ATT0006572,L002666,STU0093,出席,
ATT0006573,L002666,STU0008,出席,
ATT0006574,L002666,STU0089,请假,
ATT0006575,L002666,STU0037,出席,
ATT0006576,L002667,STU0093,出席,
ATT0006577,L002667,STU0008,出席,
ATT0006578,L002667,STU0089,出席,
ATT0006579,L002667,STU0037,出席,
ATT0006580,L002668,STU0093,出席,
ATT0006581,L002668,STU0008,出席,
ATT0006582,L002668,STU0089,出席,
ATT0006583,L002668,STU0037,出席,
ATT0006584,L002669,STU0093,出席,
ATT0006585,L002669,STU0008,出席,
ATT0006586,L002669,STU0089,出席,
ATT0006587,L002669,STU0037,出席,
ATT0006588,L002670,STU0093,出席,
ATT0006589,L002670,STU0008,出席,
ATT0006590,L002670,STU0089,出席,
ATT0006591,L002670,STU0037,缺席,
ATT0006592,L002671,STU0093,出席,
ATT0006593,L002671,STU0008,出席,
ATT0006594,L002671,STU0089,请假,临时请假
ATT0006595,L002671,STU0037,出席,
ATT0006596,L002672,STU0093,出席,
ATT0006597,L002672,STU0008,出席,
ATT0006598,L002672,STU0089,缺席,
ATT0006599,L002672,STU0037,出席,
ATT0006600,L002673,STU0093,出席,
ATT0006601,L002673,STU0008,出席,
ATT0006602,L002673,STU0089,出席,
ATT0006603,L002673,STU0037,出席,
ATT0006604,L002674,STU0093,出席,
ATT0006605,L002674,STU0008,出席,
ATT0006606,L002674,STU0089,出席,
ATT0006607,L002674,STU0037,出席,
ATT0006608,L002675,STU0093,请假,
ATT0006609,L002675,STU0008,缺席,
ATT0006610,L002675,STU0089,出席,
ATT0006611,L002675,STU0037,出席,
ATT0006612,L002676,STU0093,出席,
ATT0006613,L002676,STU0008,出席,
ATT0006614,L002676,STU0089,出席,
ATT0006615,L002676,STU0037,出席,
ATT0006616,L002677,STU0093,缺席,
ATT0006617,L002677,STU0008,请假,临时请假
ATT0006618,L002677,STU0089,出席,
ATT0006619,L002677,STU0037,出席,
ATT0006620,L002678,STU0093,出席,
ATT0006621,L002678,STU0008,请假,
ATT0006622,L002678,STU0089,出席,
ATT0006623,L002678,STU0037,出席,
ATT0006624,L002679,STU0093,出席,
ATT0006625,L002679,STU0008,请假,临时请假
ATT0006626,L002679,STU0089,出席,
ATT0006627,L002679,STU0037,出席,
ATT0006628,L002680,STU0093,出席,
ATT0006629,L002680,STU0008,出席,
ATT0006630,L002680,STU0089,出席,
ATT0006631,L002680,STU0037,缺席,
ATT0006632,L002681,STU0093,出席,
ATT0006633,L002681,STU0008,出席,
ATT0006634,L002681,STU0089,出席,
ATT0006635,L002681,STU0037,出席,
ATT0006636,L002682,STU0093,出席,
ATT0006637,L002682,STU0008,出席,
ATT0006638,L002682,STU0089,出席,
ATT0006639,L002682,STU0037,出席,
ATT0006640,L002683,STU0093,出席,
ATT0006641,L002683,STU0008,出席,
ATT0006642,L002683,STU0089,出席,
ATT0006643,L002683,STU0037,出席,
ATT0006644,L002684,STU0093,出席,
ATT0006645,L002684,STU0008,出席,
ATT0006646,L002684,STU0089,出席,
ATT0006647,L002684,STU0037,出席,
ATT0006648,L002685,STU0093,出席,
ATT0006649,L002685,STU0008,出席,
ATT0006650,L002685,STU0089,出席,
ATT0006651,L002685,STU0037,出席,
ATT0006652,L002686,STU0093,出席,
ATT0006653,L002686,STU0008,出席,
ATT0006654,L002686,STU0089,出席,
ATT0006655,L002686,STU0037,出席,
ATT0006656,L002687,STU0093,出席,
ATT0006657,L002687,STU0008,出席,
ATT0006658,L002687,STU0089,出席,
ATT0006659,L002687,STU0037,出席,
ATT0006660,L002688,STU0093,出席,
ATT0006661,L002688,STU0008,出席,
ATT0006662,L002688,STU0089,出席,
ATT0006663,L002688,STU0037,出席,
ATT0006664,L002689,STU0093,出席,
ATT0006665,L002689,STU0008,请假,临时请假
ATT0006666,L002689,STU0089,出席,
ATT0006667,L002689,STU0037,出席,
ATT0006668,L002690,STU0093,出席,
ATT0006669,L002690,STU0008,缺席,
ATT0006670,L002690,STU0089,出席,
ATT0006671,L002690,STU0037,出席,
ATT0006672,L002691,STU0093,出席,
ATT0006673,L002691,STU0008,请假,临时请假
ATT0006674,L002691,STU0089,出席,
ATT0006675,L002691,STU0037,出席,
ATT0006676,L002692,STU0093,缺席,
ATT0006677,L002692,STU0008,出席,
ATT0006678,L002692,STU0089,缺席,
ATT0006679,L002692,STU0037,出席,
ATT0006680,L002693,STU0093,出席,
ATT0006681,L002693,STU0008,出席,
ATT0006682,L002693,STU0089,请假,
ATT0006683,L002693,STU0037,出席,
ATT0006684,L002694,STU0093,出席,
ATT0006685,L002694,STU0008,出席,
ATT0006686,L002694,STU0089,请假,临时请假
ATT0006687,L002694,STU0037,出席,
ATT0006688,L002695,STU0093,出席,
ATT0006689,L002695,STU0008,出席,
ATT0006690,L002695,STU0089,请假,
ATT0006691,L002695,STU0037,出席,
ATT0006692,L002696,STU0093,缺席,
ATT0006693,L002696,STU0008,出席,
ATT0006694,L002696,STU0089,出席,
ATT0006695,L002696,STU0037,出席,
ATT0006696,L002697,STU0093,出席,
ATT0006697,L002697,STU0008,出席,
ATT0006698,L002697,STU0089,出席,
ATT0006699,L002697,STU0037,出席,
ATT0006700,L002698,STU0093,出席,
ATT0006701,L002698,STU0008,出席,
ATT0006702,L002698,STU0089,出席,
ATT0006703,L002698,STU0037,请假,临时请假
ATT0006704,L002699,STU0093,出席,
ATT0006705,L002699,STU0008,出席,
ATT0006706,L002699,STU0089,请假,临时请假
ATT0006707,L002699,STU0037,出席,
ATT0006708,L002700,STU0093,出席,
ATT0006709,L002700,STU0008,出席,
ATT0006710,L002700,STU0089,出席,
ATT0006711,L002700,STU0037,出席,
ATT0006712,L002701,STU0093,出席,
ATT0006713,L002701,STU0008,出席,
ATT0006714,L002701,STU0089,出席,
ATT0006715,L002701,STU0037,出席,
ATT0006716,L002702,STU0093,出席,
ATT0006717,L002702,STU0008,出席,
ATT0006718,L002702,STU0089,出席,
ATT0006719,L002702,STU0037,出席,
ATT0006720,L002703,STU0093,请假,临时请假
ATT0006721,L002703,STU0008,请假,临时请假
ATT0006722,L002703,STU0089,出席,
ATT0006723,L002703,STU0037,出席,
ATT0006724,L002704,STU0093,缺席,
ATT0006725,L002704,STU0008,出席,
ATT0006726,L002704,STU0089,缺席,
ATT0006727,L002704,STU0037,出席,
ATT0006728,L002705,STU0093,出席,
ATT0006729,L002705,STU0008,出席,
ATT0006730,L002705,STU0089,出席,
ATT0006731,L002705,STU0037,出席,
ATT0006732,L002706,STU0093,出席,
ATT0006733,L002706,STU0008,出席,
ATT0006734,L002706,STU0089,缺席,
ATT0006735,L002706,STU0037,出席,
ATT0006736,L002707,STU0093,出席,
ATT0006737,L002707,STU0008,出席,
ATT0006738,L002707,STU0089,出席,
ATT0006739,L002707,STU0037,出席,
ATT0006740,L002708,STU0093,出席,
ATT0006741,L002708,STU0008,出席,
ATT0006742,L002708,STU0089,出席,
ATT0006743,L002708,STU0037,缺席,
ATT0006744,L002709,STU0093,出席,
ATT0006745,L002709,STU0008,出席,
ATT0006746,L002709,STU0089,出席,
ATT0006747,L002709,STU0037,出席,
ATT0006748,L002710,STU0093,出席,
ATT0006749,L002710,STU0008,出席,
ATT0006750,L002710,STU0089,出席,
ATT0006751,L002710,STU0037,出席,
ATT0006752,L002711,STU0093,出席,
ATT0006753,L002711,STU0008,出席,
ATT0006754,L002711,STU0089,出席,
ATT0006755,L002711,STU0037,出席,
ATT0006756,L002712,STU0093,出席,
ATT0006757,L002712,STU0008,出席,
ATT0006758,L002712,STU0089,出席,
ATT0006759,L002712,STU0037,出席,
ATT0006760,L002713,STU0093,出席,
ATT0006761,L002713,STU0008,出席,
ATT0006762,L002713,STU0089,出席,
ATT0006763,L002713,STU0037,出席,
