编号,日期,客户编号,客户账号,咨询类型,广告帖子编号,引流账号 / 私信账号,负责人,销售名片,微信添加状态,咨询时间,回复时间,响应时间,关键词,网络地址地区,点击次数
750,2026-04-19,CUS0479,user_0479,主动评论,POST0096,ACC002,Mia_Sales,未发送,已添加,2026/04/19 18:50,4月19日 19:05,15,B2,英国,1
479,07/21/2026,CUS0310,user_0310,主动咨询,POST0072,ACC003,Leo_Sales,未发送,待添加,7月21日 14:50,2026-07-21 14:57,7,小孩课程,新加坡,3
184,2026-04-17,CUS0116,user_0116,被动私信,POST0111,ACC003,Sofia_Sales,未发送,未添加,4月17日 20:10,2026-04-17 20:40,30,DELE,加拿大,2
140,06/22/2025,CUS0088,user_0088,主动评论,POST0093,ACC002,SOFIA_SALES,未发送,已添加,2025/06/22 17:20,2025/06/22 17:43,23,零基础,中国,2
196,05/06/2026,CUS0122,user_0122,主动咨询,POST0079,ACC001,Leo_Sales,发送,已添加,2026-05-06 16:40,2026-05-06 22:43,363,B2,新加坡,4
49,2025/04/08,CUS0034,user_0034,主动评论,POST0026,ACC003,Leo_Sales,未发送,已添加,2025-04-08 11:00,2025/04/08 11:27,27,B2,中国,1
687,2025-12-02,CUS0442,user_0442,主动评论,POST0102,ACC003,Leo_Sales,发送,已添加,2025/12/02 18:50,12月2日 19:25,35,口语,德国,1
552,2026/02/08,CUS0358,user_0358,主动咨询,POST0073,ACC003,Leo_Sales,发送,已添加,2026-02-08 09:40,2026-02-08 10:06,26,小孩课程,西班牙,1
809,2025-06-15,CUS0520,user_0520,主动咨询,POST0034,ACC001,Sofia_Sales,发送,未添加,6月15日 19:00,2025-06-15 19:34,34,B2,西班牙,4
304,2026年7月2日,CUS0193,USER_0193,主动咨询,POST0102,ACC003,Sofia_Sales,未发送,未添加,2026/07/02 11:50,2026/07/02 12:02,12,口语,新加坡,4
251,2025-04-06,CUS0158,user_0158,回访,POST0105,ACC004,Sofia_Sales,发送,待添加,2025/04/06 18:20,2025/04/06 18:25,5,DELE,英国,3
799,2026年3月23日,CUS0514,user_0514,被动私信,POST0104,ACC004,Leo_Sales,已发送,已添加,3月23日 9:30,2026/03/23 10:04,34,口语,西班牙,2
55,2025-10-30,CUS0038,@user_0038,主动咨询,,ACC003,Leo_Sales,已发送,未添加,2025-10-30 20:40,2025/10/31 01:13,273,小孩课程,英国,4
183,2026/04/01,CUS0116,user_0116,主动咨询,,ACC002,Sofia_Sales,发送,已添加,4月1日 9:50,2026-04-01 10:20,30,DELE,美国,3
639,2025-03-27,CUS0411,user_0411,被动私信,POST0020,ACC004,Leo_Sales,未发送,未添加,3月27日 15:00,2025/03/27 15:06,6,DELE,澳大利亚,4
200,2025-05-25,CUS0124,user_0124,被动私信,POST0039,ACC004,Sofia_Sales,已发送,已添加,5月25日 11:00,5月25日 11:27,27,口语,澳大利亚,4
751,2026-04-30,CUS0479,user_0479,主动咨询,,ACC001,Mia_Sales,已发送,未添加,2026/04/30 11:40,2026/04/30 12:02,22,零基础,新加坡,4
526,06/09/2025,,user_0341,主动咨询,POST0105,ACC004,Mia_Sales,已发送,未添加,2025/06/09 18:20,,78,留学,西班牙,1
506,2026年1月23日,CUS0328,USER_0328,主动评论,POST0092,ACC002,Leo_Sale,已发送,待添加,2026-01-23 11:50,2026-01-23 12:16,26,零基础,西班牙,2
127,08/17/2026,CUS0081, user_0081 ,主动咨询,,ACC004,Leo_Sales,已发送,未添加,2026/08/17 14:10,2026-08-17 14:41,31,B2,美国,4
308,2025/06/10,CUS0196,user_0196,被动私信,POST0066,ACC001,Leo_Sales,已发送,待添加,2025-06-10 09:00,6月10日 9:35,35,小孩课程,西班牙,3
469,2026-01-30,CUS0303,@user_0303,被动私信,POST0052,ACC002,Sofia_Sales,发送,已添加,2026-01-30 20:20,1月30日 21:00,40,DELE,英国,4
527,2026-03-19,CUS0342,user_0342,主动咨询,,ACC003,Leo_Sales,已发送,未添加,2026/03/19 14:50,3月19日 15:12,22,小孩课程,德国,4
383,2025年3月15日,CUS0245,user_0245,主动咨询,,ACC004,Mia_Sales,未发送,已添加,2025-03-15 14:00,,6,B2,中国,3
21,2025-11-13,,user_0017,主动咨询,POST0016,ACC004,Sofia_Sales,发送,已添加,2025-11-13 11:30,11月13日 11:32,2,小孩课程,德国,1
804,2026-02-28,CUS0517,user_0517,被动私信,POST0020,ACC004,Mia_Sales,已发送,已添加,2026-02-28 18:30,2月28日 22:35,245,小孩课程,德国,4
512,2025/09/13,CUS0331,user_0331,回访,POST0113,ACC003,Sofia_Sales,已发送,已添加,9月13日 17:00,2025/09/13 17:16,16,零基础,英国,4
420,2026/04/16,,user_0269,主动咨询,POST0078,ACC001,Mia_Sales,未发送,已添加,2026-04-16 19:50,2026-04-16 20:42,52,零基础,德国,4
680,2025-10-09,CUS0437,user_0437,主动咨询,POST0041,ACC004,Sofia_Sales,发送,已添加,2025/10/09 10:10,10月9日 10:33,23,零基础,中国,3
540,2025/05/17,,user_0350,主动评论,POST0026,ACC003,Mia_Sales,发送,未添加,2025-05-17 10:20,2025-05-17 10:28,8,零基础,英国,1
390,2025-07-01,CUS0250,USER_0250,主动咨询,POST0115,ACC004,Leo_Sales,发送,未添加,2025/07/01 19:00,,35,B2,中国,1
238,2025年10月23日,CUS0149,user_0149,主动咨询,,ACC002,Leo_Sales,未发送,已添加,2025/10/23 18:00,2025-10-23 18:08,8,零基础,新加坡,2
218,2026-07-09,CUS0134,USER_0134,主动评论,POST0008,ACC004,Sofia_Sales,未发送,已添加,2026/07/09 17:40,2026-07-09 18:04,24,零基础,美国,3
293,2026-04-02,,user_0186,主动咨询,POST0032,ACC002,Leo_Sales,已发送,已添加,2026/04/02 16:20,2026/04/02 16:29,9,小孩课程,英国,3
258,2025-07-24,CUS0163,user_0163,主动评论,POST0105,ACC004,Mia_Sales,未发送,已添加,2025-07-24 20:30,2025/07/24 22:51,141,口语,英国,4
512,2025/09/13,CUS0331,user_0331,回访,POST0113,ACC003,Sofia_Sales,已发送,已添加,9月13日 17:00,2025/09/13 17:16,16,零基础,英国,4
606,2025-11-14,CUS0390,user_0390,被动私信,POST0001,ACC002,Mia_Sales,已发送,已添加,2025/11/14 19:00,,45,小孩课程,加拿大,4
697,2025/06/22,CUS0447,user_0447,回访,,ACC001,Leo_Sales,未发送,已添加,2025-06-22 20:40,2025/06/22 20:43,3,留学,美国,4
612,2025/04/29,CUS0393, user_0393 ,主动咨询,,ACC004,Leo_Sales,已发送,未添加,2025-04-29 18:50,2025-04-29 19:12,22,留学,美国,3
353,2026-08-23,CUS0226,@user_0226,主动咨询,POST0079,ACC001,Mia_Sales,已发送,已添加,2026-08-23 10:50,2026-08-23 11:27,37,B2,德国,1
139,2026-08-31,CUS0087,USER_0087,被动私信,POST0066,ACC001,Mia_Sales,已发送,未添加,2026/08/31 20:50,2026-08-31 21:11,21,零基础,加拿大,2
164,04/21/2026,CUS0105,user_0105,主动咨询,POST0100,ACC002,Sofia_Sales,未发送,待添加,4月21日 19:10,2026/04/21 19:19,9,口语,美国,4
342,2025-11-20,CUS0220,user_0220,主动评论,POST0051,ACC002,Leo_Sales,发送,已添加,2025/11/20 14:20,2025-11-20 14:29,9,小孩课程,加拿大,3
491,2026年3月18日,CUS0316,user_0316,主动咨询,POST0093,ACC002,Leo_Sales,已发送,已添加,2026-03-18 15:50,2026-03-18 16:55,65,口语,中国,1
685,2026-03-30,CUS0441,user_0441,主动咨询,POST0114,ACC003,Mia_Sales,发送,未添加,3月30日 11:10,2026/03/30 11:55,45,DELE,新加坡,2
771,04/15/2026,CUS0493,@user_0493,主动评论,,ACC004,Mia_Sales,已发送,未添加,2026-04-15 16:20,2026/04/15 16:36,16,B2,中国,3
659,02/15/2026,,user_0425,被动私信,POST0109,ACC001,Leo_Sales,未发送,已添加,2026/02/15 17:40,2月15日 17:58,18,B2,新加坡,3
489,05/21/2025,CUS0315,user_0315,回访,POST0033,ACC002,Mia_Sales,未发送,已添加,2025/05/21 15:00,5月21日 15:23,23,口语,新加坡,4
261,2026-03-15,CUS0166,user_0166,主动咨询,POST0120,ACC001,Mia_Sales,已发送,已添加,2026-03-15 17:20,2026/03/16 02:36,571,留学,德国,1
202,12/29/2025,, user_0126 ,回访,POST0035,ACC002,Leo_Sales,已发送,未添加,12月29日 9:40,2025-12-29 09:43,3,口语,美国,4
713,2026-04-29,CUS0456,user_0456,被动私信,POST0095,ACC003,Mia_Sales,已发送,未添加,2026/04/29 16:30,2026-04-29 16:43,13,口语,澳大利亚,2
186,07/06/2025,CUS0118,user_0118,被动私信,POST0090,ACC004,Mia_Sales,未发送,未添加,2025/07/06 09:40,2025-07-06 09:42,2,小孩课程,英国,1
698,07/26/2025,,user_0447,主动咨询,POST0102,ACC003,Leo_Sales,发送,未添加,7月26日 9:20,2025-07-26 09:49,57,DELE,德国,1
645,2025-11-29,CUS0415,user_0415,主动评论,POST0103,ACC002,Leo_Sales,已发送,已添加,2025-11-29 11:40,2025-11-29 11:46,6,DELE,美国,4
326,2026/05/20,,user_0209,被动私信,POST0109,ACC001,Sofia_Sales,已发送,已添加,2026/05/20 10:20,2026-05-20 10:31,11,DELE,新加坡,4
629,2025-04-23,,user_0405,主动咨询,POST0078,ACC001,Mia_Sales,已发送,未添加,2025/04/23 20:40,4月23日 21:00,20,B2,德国,2
582,2025年8月22日,, user_0377 ,主动咨询,POST0003,ACC001,Mia_Sales,发送,已添加,2025/08/22 14:10,2025/08/22 14:36,26,小孩课程,新加坡,4
738,2026/06/01,,user_0471,被动私信,,ACC004,Mia_Sales,已发送,已添加,6月1日 17:10,6月1日 17:32,22,DELE,德国,3
549,2026-03-21,CUS0356,@user_0356,主动评论,POST0111,ACC003,Sofia_Sales,已发送,已添加,2026-03-21 17:50,3月21日 18:05,15,B2,西班牙,1
523,03/30/2025,CUS0338,user_0338,主动评论,POST0115,ACC004,Leo_Sales ,已发送,待添加,2025-03-30 15:40,2025-03-30 16:20,40,零基础,澳大利亚,2
561,07/26/2025,CUS0363,user_0363,主动评论,,ACC001,Mia_Sales,未发送,已添加,2025-07-26 11:50,2025-07-26 11:54,4,留学,澳大利亚,3
692,2026-07-29,CUS0445,@user_0445,主动评论,POST0036,ACC002,Leo_Sales,未发送,已添加,2026/07/29 09:20,2026/07/29 09:40,20,B2,英国,2
601,2026-08-26,CUS0386,user_0386,主动咨询,POST0103,ACC002,Mia_Sales,发送,已添加,8月26日 18:20,2026/08/26 18:27,7,口语,美国,1
588,10/13/2025,CUS0380,user_0380,主动评论,POST0026,ACC003,Leo_Sales,已发送,已添加,2025/10/13 19:20,2025/10/13 19:27,7,小孩课程,英国,1
709,2026-02-06,,user_0453,主动咨询,POST0069,ACC002,Sofia_Sales,发送,未添加,2026-02-06 18:30,2026-02-06 18:35,5,小孩课程,加拿大,1
269,08/19/2025,CUS0172,user_0172,主动咨询,POST0108,ACC003,Sofia_Sales,已发送,已添加,2025/08/19 10:50,2025/08/19 11:03,13,口语,德国,1
8,2025/03/31,CUS0007,user_0007,主动咨询,POST0056,ACC001,Sofia_Sales,未发送,已添加,2025-03-31 16:00,2025-03-31 16:28,28,口语,西班牙,4
798,02/09/2026,CUS0514,user_0514,主动评论,POST0051,ACC002,Leo_Sales,未发送,已添加,2月9日 18:40,2026-02-09 19:00,20,小孩课程,澳大利亚,4
457,2025-04-02,CUS0294,user_0294,主动评论,POST0105,ACC004,Leo_Sales,未发送,未添加,2025-04-02 09:20,4月2日 10:04,44,DELE,澳大利亚,4
225,01/16/2026,CUS0140,USER_0140,被动私信,POST0088,ACC001,Leo_Sales,未发送,已添加,2026-01-16 10:10,2026/01/16 10:33,23,小孩课程,中国,2
87,2026-03-27,CUS0057,@user_0057,回访,POST0063,ACC001,Sofia_Sales,已发送,已添加,2026/03/27 09:20,3月27日 9:56,36,DELE,加拿大,3
84,2026/05/25,CUS0056,@user_0056,主动评论,POST0120,ACC001,Leo_Sales,未发送,未添加,2026/05/25 17:50,2026-05-25 17:58,8,口语,加拿大,4
160,2026/04/27,,user_0103,被动私信,,ACC003,Mia_Sales,已发送,已添加,2026-04-27 18:10,2026-04-28 01:11,421,留学,澳大利亚,4
616,2026/05/23,CUS0394,user_0394,被动私信,POST0029,ACC001,Sofia_Sales,已发送,已添加,5月23日 15:40,2026/05/23 15:57,17,小孩课程,澳大利亚,3
589,2025/10/16,CUS0380,user_0380,被动私信,,ACC001,Leo_Sales,未发送,已添加,10月16日 19:00,,35,零基础,中国,2
517,2026年8月31日,,user_0333,被动私信,POST0077,ACC002,Leo_Sales,未发送,已添加,8月31日 14:40,2026/08/31 14:46,6,口语,英国,1
150,2026/05/04,CUS0096,user_0096,主动咨询,POST0087,ACC001,Sofia_Sales,发送,未添加,2026-05-04 11:00,2026-05-04 11:02,2,零基础,西班牙,3
498,2026-07-23,,user_0321,主动咨询,POST0080,ACC003,Mia_Sales,已发送,待添加,2026-07-23 10:40,2026/07/23 10:44,4,留学,英国,2
380,06/18/2025,CUS0242,user_0242,主动咨询,POST0087,ACC001,Sofia_Sales,未发送,已添加,2025-06-18 19:50,2025-06-18 22:43,173,口语,新加坡,3
377,2025年11月30日,CUS0241,user_0241,主动评论,POST0056,ACC001,Leo_Sales,已发送,已添加,2025-11-30 16:10,2025-11-30 16:16,6,DELE,中国,1
472,2025/10/25,CUS0305,user_0305,主动咨询,POST0014,ACC001,Leo_Sales,未发送,已添加,2025-10-25 14:40,2025-10-25 14:50,10,DELE,德国,3
325,2026-04-27,CUS0209,user_0209,主动咨询,POST0094,ACC002,Sofia_Sales,未发送,未添加,2026-04-27 15:30,2026-04-27 15:42,12,DELE,澳大利亚,4
371,2025-08-26,,user_0238,主动咨询,POST0008,ACC004,Mia_Sales,未发送,已添加,2025-08-26 10:10,2025-08-26 11:04,54,DELE,英国,3
234,2026年3月12日,CUS0145,user_0145,主动评论,,ACC003,Sofia_Sales,未发送,已添加,2026/03/12 11:00,3月12日 11:11,11,小孩课程,德国,2
391,2025-05-29,CUS0251,user_0251,主动咨询,POST0061,ACC003,Mia_Sales,已发送,已添加,2025/05/29 19:20,2025-05-30 01:32,372,小孩课程,德国,1
570,2025-07-08,,user_0369,被动私信,POST0024,ACC003,Sofia_Sales,已发送,已添加,2025-07-08 09:30,2025-07-08 09:35,5,口语,西班牙,1
689,2025-12-03,CUS0444,user_0444,主动咨询,POST0030,ACC003,Mia_Sales,未发送,已添加,12月3日 20:30,2025/12/03 20:34,4,留学,澳大利亚,1
537,2025-11-15,, user_0349 ,主动咨询,POST0050,ACC003,Leo_Sales ,发送,已添加,2025/11/15 09:50,2025/11/15 10:01,42,小孩课程,新加坡,4
393,2025/06/03,CUS0252,user_0252,主动咨询,POST0024,ACC003,Sofia_Sales,已发送,已添加,2025-06-03 18:00,6月3日 18:17,17,DELE,加拿大,1
145,2026/04/02,CUS0092,user_0092,主动咨询,POST0029,ACC001,Sofia_Sales,发送,已添加,2026-04-02 09:20,4月2日 9:28,8,小孩课程,中国,1
617,2025年7月28日,,user_0395,主动咨询,POST0028,ACC003,Mia_Sales,已发送,未添加,2025/07/28 17:30,2025-07-28 17:43,13,口语,英国,3
155,2026-07-08,CUS0100,user_0100,主动评论,POST0069,ACC002,Mia_Sales,已发送,已添加,7月8日 16:10,2026-07-08 16:28,35,小孩课程,中国,1
456,2025/07/17,,USER_0293,回访,POST0091,ACC002,Sofia_Sales,发送,已添加,2025-07-17 14:00,2025/07/17 14:15,15,零基础,英国,4
470,2026-05-18,CUS0304,@user_0304,主动评论,POST0113,ACC003,Leo_Sales,未发送,已添加,2026/05/18 11:50,2026-05-18 12:00,27,零基础,新加坡,3
228,2026-02-28,CUS0142,user_0142,主动评论,POST0076,ACC002,Mia_Sales,发送,已添加,2月28日 15:00,2026-02-28 15:31,31,留学,澳大利亚,4
306,2026/08/17,CUS0195,user_0195,主动咨询,POST0104,ACC004,Leo_Sales ,发送,已添加,2026-08-17 17:10,2026-08-17 17:53,43,B2,美国,3
753,2025-08-31,CUS0481,user_0481,被动私信,POST0021,ACC003,Sofia_Sales,未发送,已添加,2025/08/31 09:10,2025/08/31 09:27,17,B2,新加坡,1
765,2026/02/19,CUS0489, user_0489 ,主动咨询,POST0043,ACC002,Sofia_Sales,未发送,已添加,2026/02/19 14:00,2月19日 14:12,12,口语,英国,2
773,2026-06-12,CUS0494,user_0494,被动私信,POST0094,ACC002,LEO_SALES,发送,已添加,2026-06-12 17:30,6月12日 23:31,361,零基础,加拿大,1
666,2025-12-20,CUS0430,user_0430,回访,POST0001,ACC002,Sofia_Sales,发送,未添加,2025-12-20 17:00,12月20日 17:16,16,小孩课程,西班牙,1
519,2025-05-27,CUS0335,user_0335,主动咨询,POST0062,ACC002,Leo_Sales,发送,已添加,2025-05-27 17:30,5月27日 17:42,12,小孩课程,德国,3
101,2025年5月25日,CUS0066, user_0066 ,被动私信,POST0067,ACC001,Sofia_Sales,已发送,未添加,2025/05/25 09:10,2025-05-25 09:34,24,DELE,澳大利亚,3
10,2026/06/09,CUS0009,@user_0009,主动咨询,POST0100,ACC002,Leo_Sales,未发送,已添加,2026-06-09 09:50,2026/06/09 19:48,598,留学,新加坡,3
163,2026/04/08,,user_0105,主动咨询,,ACC004,Sofia_Sales,未发送,已添加,4月8日 17:30,2026/04/08 17:40,10,小孩课程,中国,2
94,2025/07/31,CUS0062,user_0062,主动咨询,POST0058,ACC001,Mia_Sales,已发送,已添加,2025-07-31 14:50,2025-07-31 14:55,5,口语,西班牙,2
676,2026/03/01,CUS0435,user_0435,主动咨询,POST0027,ACC004,Mia_Sales,未发送,未添加,3月1日 18:50,2026/03/01 18:54,4,零基础,西班牙,2
407,2026年3月25日,CUS0261,user_0261,主动咨询,POST0074,ACC001,Sofia_Sales,已发送,已添加,2026/03/25 18:10,2026/03/25 18:31,21,DELE,新加坡,3
544,2026-07-10,CUS0354,user_0354,主动咨询,POST0035,ACC002,Leo_Sales,已发送,已添加,2026-07-10 11:10,2026-07-10 11:36,26,DELE,英国,3
285,2026/07/10,CUS0180,user_0180,被动私信,POST0084,ACC002,Leo_Sales,已发送,已添加,2026-07-10 20:50,7月10日 21:25,35,B2,美国,2
578,2026-05-05,CUS0375,user_0375,主动咨询,POST0076,ACC002,Leo_Sales,未发送,已添加,2026-05-05 17:10,5月5日 17:28,18,小孩课程,加拿大,3
81,2025年4月22日,CUS0054,user_0054,回访,,ACC001,Mia_Sales,已发送,已添加,2025-04-22 10:30,4月22日 10:50,20,B2,新加坡,4
180,2026年2月24日,CUS0114,user_0114,回访,,ACC002,Sofia_Sales,发送,未添加,2026-02-24 11:40,2026-02-24 12:01,21,B2,美国,2
70,10/27/2025,CUS0047,user_0047,回访,POST0073,ACC003,Sofia_Sales,已发送,已添加,2025-10-27 16:00,2025-10-27 16:07,7,DELE,美国,4
330,2025/09/07,CUS0211,USER_0211,主动评论,POST0103,ACC002,Sofia_Sales,发送,未添加,2025-09-07 10:50,2025-09-07 10:57,7,DELE,新加坡,1
324,2026-01-24,CUS0208,user_0208,主动咨询,,ACC004,Mia_Sales,已发送,已添加,1月24日 11:20,2026-01-24 11:37,17,小孩课程,加拿大,4
124,2025-06-09,CUS0079,user_0079,主动咨询,,ACC001,Sofia_Sales,已发送,待添加,2025/06/09 16:50,2025/06/09 17:14,24,零基础,美国,2
608,2026-04-20,CUS0391,user_0391,主动咨询,POST0013,ACC003,Sofia_Sales,未发送,未添加,2026/04/20 19:20,2026-04-20 19:39,19,零基础,美国,1
714,2026/05/15,CUS0456, user_0456 ,回访,POST0009,ACC003,Mia_Sales,发送,已添加,2026-05-15 14:00,2026/05/15 14:16,16,小孩课程,西班牙,3
711,2025年7月27日,CUS0455,user_0455,主动咨询,POST0119,ACC003,Mia_Sales,已发送,已添加,2025-07-27 09:10,7月27日 9:43,33,DELE,中国,4
742,2026/03/07,CUS0474,user_0474,主动咨询,POST0085,ACC001,Leo_Sales,已发送,已添加,3月7日 17:00,2026-03-07 17:06,6,零基础,西班牙,4
427,2025-08-09,CUS0275,user_0275,被动私信,POST0034,ACC001,Mia_Sales,未发送,待添加,2025/08/09 16:00,,26,零基础,西班牙,3
777,2025年4月22日,CUS0498,user_0498,主动咨询,POST0078,ACC001,Sofia_Sales,发送,待添加,2025-04-22 09:20,4月22日 9:27,63,DELE,加拿大,4
505,2025/10/21,,user_0327,被动私信,POST0034,ACC001,Leo_Sales,已发送,待添加,10月21日 18:10,2025-10-21 18:18,8,小孩课程,新加坡,1
125,2025年6月12日,CUS0080,user_0080,主动咨询,POST0103,ACC002,Mia_Sales,已发送,已添加,2025-06-12 20:20,6月12日 20:31,11,零基础,德国,1
175,2025年5月28日,CUS0110,user_0110,主动咨询,POST0047,ACC004,LEO_SALES,已发送,已添加,2025/05/28 09:10,2025/05/28 10:00,50,零基础,西班牙,1
204,2026年2月15日,CUS0126,@user_0126,主动咨询,,ACC002,Leo_Sales,发送,待添加,2月15日 15:00,2026-02-15 15:28,28,零基础,中国,1
602,09/12/2025,,user_0387,主动咨询,POST0022,ACC001,Mia_Sales,发送,已添加,2025-09-12 20:30,2025-09-12 20:32,2,B2,加拿大,3
444,2025/08/29,CUS0286,user_0286,被动私信,POST0092,ACC002,Mia_Sales,已发送,未添加,2025-08-29 15:00,2025-08-29 15:22,22,DELE,加拿大,3
689,2025-12-03,CUS0444,user_0444,主动咨询,POST0030,ACC003,Mia_Sales,未发送,已添加,12月3日 20:30,2025/12/03 20:34,4,留学,澳大利亚,1
621,11/25/2025,CUS0399,user_0399,主动咨询,POST0074,ACC001,Leo_Sales,已发送,已添加,11月25日 19:00,2025/11/25 19:15,15,零基础,新加坡,1
574,2025-08-30,,user_0372,主动评论,POST0086,ACC004,Mia_Sales,未发送,已添加,2025-08-30 11:00,2025-08-30 11:16,16,口语,中国,3
482,2025年9月28日,CUS0311,user_0311,主动咨询,,ACC003,Mia_Sales,已发送,已添加,9月28日 17:10,2025-09-28 17:15,5,DELE,中国,4
68,2025-10-21,CUS0046,@user_0046,主动评论,,ACC001,Sofia_Sales,未发送,已添加,2025-10-21 20:20,10月21日 20:27,59,零基础,英国,4
373,12/15/2025,CUS0239,user_0239,主动咨询,POST0065,ACC004,Sofia_Sales,未发送,已添加,2025/12/15 14:10,12月15日 14:34,24,零基础,澳大利亚,2
767,2026-07-17,CUS0491,user_0491,主动评论,POST0023,ACC001,Sofia_Sales,发送,已添加,2026-07-17 19:30,2026/07/17 19:56,26,口语,美国,2
83,2026年4月28日,CUS0056,user_0056,主动咨询,POST0105,ACC004,Leo_Sales,已发送,未添加,2026/04/28 20:50,2026-04-28 21:07,17,口语,中国,3
800,2026-04-29,CUS0514,user_0514,主动咨询,,ACC002,Leo_Sales,未发送,已添加,2026-04-29 20:10,2026-04-29 20:20,10,留学,澳大利亚,1
464,2026/05/28,CUS0299,user_0299,主动咨询,POST0072,ACC003,Sofia_Sales,未发送,未添加,2026-05-28 10:30,2026-05-28 10:39,9,留学,澳大利亚,4
461,09/11/2025,CUS0297,user_0297,主动评论,POST0051,ACC002,Sofia_Sales,未发送,已添加,2025-09-11 14:30,2025/09/11 14:56,26,口语,加拿大,2
468,2026年5月17日,CUS0302,user_0302,主动咨询,POST0119,ACC003,Sofia_Sales,未发送,已添加,5月17日 20:00,2026-05-17 20:15,15,DELE,美国,2
744,2026-02-19,,user_0475,回访,POST0112,ACC004,Sofia_Sales,已发送,已添加,2026/02/19 09:30,2026-02-19 09:50,20,零基础,英国,4
783,2025/08/03,CUS0502,user_0502,主动咨询,POST0062,ACC002,Sofia_Sales,发送,未添加,2025-08-03 10:10,2025-08-03 10:21,11,零基础,中国,2
681,2025-11-07,CUS0437,user_0437,主动咨询,POST0022,ACC001,Sofia_Sales,发送,未添加,11月7日 16:30,11月7日 17:02,32,小孩课程,中国,1
349,2026-07-14,CUS0224,user_0224,主动咨询,POST0001,ACC002,Mia_Sales,未发送,已添加,2026-07-14 18:30,7月14日 18:51,21,口语,美国,2
522,2025/12/31,,user_0337,主动咨询,POST0079,ACC001,Sofia_Sales,已发送,已添加,2025-12-31 18:30,2025-12-31 18:55,25,口语,新加坡,2
701,2025-04-25,CUS0448,user_0448,主动咨询,POST0114,ACC003,Leo_Sales,发送,已添加,2025/04/25 15:00,2025-04-25 15:21,21,小孩课程,加拿大,2
766,11/01/2025,CUS0490, user_0490 ,被动私信,POST0113,ACC003,Leo_Sale,已发送,未添加,2025-11-01 16:00,,47,零基础,加拿大,3
480,2026-08-25,CUS0310,user_0310,回访,,ACC002,Leo_Sales,未发送,未添加,8月25日 11:40,2026-08-25 11:49,9,零基础,美国,1
56,06/30/2026,CUS0039,user_0039,回访,POST0109,ACC001,Mia_Sales,发送,待添加,2026/06/30 20:50,2026-06-30 21:17,27,口语,英国,1
764,2026/02/04,CUS0489,user_0489,主动评论,POST0005,ACC003,Sofia_Sales,已发送,已添加,2026-02-04 10:10,2026-02-04 10:28,18,口语,新加坡,2
690,12/07/2025,CUS0444,user_0444,回访,POST0104,ACC004,Mia_Sales,未发送,已添加,2025/12/07 15:50,12月7日 15:56,6,小孩课程,加拿大,2
387,2025/07/25,CUS0248,user_0248,回访,,ACC004,Leo_Sales,已发送,未添加,2025-07-25 16:00,2025-07-25 16:13,13,留学,澳大利亚,1
529,2026-05-21,CUS0342, user_0342 ,主动评论,,ACC002,Leo_Sales,已发送,已添加,2026-05-21 18:20,2026/05/21 18:33,13,留学,加拿大,3
3,2025-04-15,CUS0003,user_0003,主动咨询,,ACC002,Sofia_Sales,发送,待添加,4月15日 15:10,2025-04-15 15:17,7,小孩课程,中国,3
154,2025-08-04,,user_0099,主动咨询,POST0031,ACC002,Sofia_Sales,未发送,已添加,8月4日 15:30,2025-08-04 19:50,260,零基础,美国,4
118,2026-02-03,,user_0075,主动咨询,POST0028,ACC003,Sofia_Sales,已发送,待添加,2026-02-03 17:20,2026/02/03 17:30,10,小孩课程,西班牙,2
584,2026年7月6日,,user_0378,主动咨询,POST0001,ACC002,Sofia_Sales ,已发送,已添加,2026-07-06 14:40,2026-07-06 15:02,80,DELE,西班牙,2
23,01/05/2026,CUS0018,@user_0018,被动私信,POST0114,ACC003,Sofia_Sales,已发送,已添加,2026/01/05 10:40,1月5日 19:48,548,留学,英国,1
167,2026-02-12,CUS0106,user_0106,被动私信,POST0072,ACC003,Leo_Sales,已发送,已添加,2月12日 10:00,2026/02/12 10:21,21,小孩课程,新加坡,1
334,09/23/2025,CUS0214,user_0214,主动咨询,POST0104,ACC004,Leo_Sales,发送,已添加,2025/09/23 11:40,2025-09-23 11:50,10,小孩课程,新加坡,4
254,2025-07-18,CUS0160,user_0160,被动私信,,ACC004,Mia_Sales,已发送,已添加,2025/07/18 10:00,2025/07/18 10:18,18,DELE,中国,1
805,03/25/2025,CUS0518,user_0518,主动咨询,POST0010,ACC004,Leo_Sales,未发送,已添加,2025-03-25 20:30,2025/03/25 20:44,69,零基础,加拿大,3
333,2026-05-04,CUS0213,user_0213,回访,POST0053,ACC004,Mia_Sales,未发送,待添加,2026-05-04 14:50,2026/05/04 15:07,17,DELE,西班牙,4
187,2025/08/05,CUS0118,user_0118,被动私信,POST0020,ACC004,Mia_Sales,已发送,已添加,2025/08/05 14:30,2025/08/05 14:36,6,B2,英国,4
473,07/05/2025,CUS0306,USER_0306,主动咨询,POST0056,ACC001,Sofia_Sales,已发送,已添加,2025/07/05 17:20,2025/07/05 17:29,9,口语,新加坡,1
414,2025/08/24,CUS0266,user_0266,主动评论,,ACC001,Sofia_Sales,已发送,待添加,2025-08-24 18:20,8月24日 18:32,12,口语,澳大利亚,4
262,2026-03-18,,user_0166,被动私信,,ACC004,Mia_Sales,未发送,未添加,2026/03/18 09:30,2026-03-18 09:32,2,口语,新加坡,1
